id,question,letter,answer,img
724,Przedstawione na rysunku ustawienia dotyczą,B,Modemu,1
725,Na stabilność obrazu w monitorach CRT znaczący wpływ ma,D,Częstotliwość odświeżania,0
726,Do wykonania w systemie Linux kopii zapasowej wybranych plików należy z wiersza poleceń zastosować program,B,tar,0
727,Przedstawiony na rysunku znak zgodny ze standardem Energy Star oznacza urządzenie,A,Energooszczędne,1
728,Co pozwala utrzymać równomierny rozkład ciepła między procesorem a radiatorem?,A,Mieszanka termiczna,0
729,Przedstawiony na rysunku wpis w dzienniku zdarzeń zalicza się do zdarzeń typu,B,Informacje,1
730,Nośniki danych takie jak dysk twardy przechowują informacje w porcjach zwanych sektorami które mają rozmiar,B,512B,0
731,Które polecenie w systemie Linux uruchamia sprawdzanie dysku oraz umożliwia naprawę jego błędów?,A,fsck,0
732,W systemie Linux narzędziem do monitorowania użycia procesora pamięci procesów oraz obciążenia systemu z poziomu powłoki jest,A,top,0
733,Liczba szesnastkowa 29A zapisana w systemie binarnym będzie miała postać:,A,1010011010,0
734,Który typ pamięci należy umieścić na płycie głównej komputera w miejscu wskazanym strzałką?,B,SD-RAM DDR3,1
735,Do zamiany kodu źródłowego na program wykonywalny służy,D,kompilator,0
736,Zgodnie z obowiązującymi przepisami BHP odległość oczu od ekranu monitora powinna wynosić,C,40-75 cm,0
737,W celu dokonania aktualizacji zainstalowanego systemu operacyjnego Linux Ubuntu należy użyć polecenia,D,apt-get upgrade,0
738,Do uruchomienia edytora rejestru w systemie Windows należy użyć narzędzia,C,regedit,0
739,W systemie Windows wykorzystując wiersz poleceń do zmiany partycji FAT na partycję NTFS bez utraty zawartych na niej danych należy użyć polecenia,B,convert,0
740,Który system plików należy wybrać podczas instalacji systemu Linux?,C,EXT4,0
741,Która usługa umożliwia zdalną instalację systemu operacyjnego?,B,RIS,0
742,Przedstawiona na rysunku karta rozszerzeń posiada chłodzenie,B,pasywne,1
743,Program który umożliwia komunikację między kartą sieciową a systemem operacyjnym to,B,sterownik,0
744,Bezprzewodową transmisję danych zapewnia interfejs,C,IrDA,0
745,W systemie Windows wymagania co do złożoności hasła należy określić w,D,zasadach zabezpieczeń lokalnych,0
746,Przedstawiona na zdjęciu wtyczka jest częścią obwodu elektrycznego zasilającego,C,procesor ATX12V,1
747,Aby dane pliku znajdującego się na dysku twardym zapisane na niesąsiadujących ze sobą klastrach zostały ułożone tak by zajmowały sąsiadujące klastry należy uruchomić,D,defragmentację dysku,0
748,Aby zwolnić miejsce na dysku bez utraty danych należy wykonać,C,oczyszczanie dysku,0
749,W celu ochrony systemu przed programem posiadającym zdolność replikacji należy zainstalować,C,program antywirusowy,0
750,Która tablica partycji umożliwia utworzenie do 128 partycji podstawowych na jednym dysku?,A,GPT,0
751,Koszt wydrukowania jednej strony tekstu wynosi 95 gr natomiast koszt przygotowania jednej płyty CD to 154 zł. Jakie koszty poniesie firma przygotowująca płytę z prezentacjami oraz 120 stronicowy poradnik?,A,11554 zł,0
752,Bez zezwolenia posiadacza autorskich praw majątkowych do programu komputerowego jego legalny użytkownik zgodnie z ustawą o prawie autorskim i prawach pokrewnych,D,może wykonać jedną kopię jeśli jest to niezbędne do korzystania z programu,0
753,Która licencja umożliwia bezpłatne wykorzystywanie programu pod warunkiem że użytkownik zatroszczy się o środowisko naturalne?,B,Greenware,0
754,Przedstawiony na rysunku symbol oznacza produkt,A,nadający się do powtórnego przetworzenia,1
755,Który z trybów nie jest dostępny dla narzędzia lupa w systemie Windows?,C,Płynny,0
756,Która drukarka wykorzystuje technikę polegającą na przenoszeniu stałego barwnika z taśmy na papier odporny na wysoką temperaturę?,D,Termosublimacyjna,0
757,Partycja na której zainstalowany jest system operacyjny nazywana jest partycją,B,systemową,0
758,Zużyte kasety od drukarek należy,B,przekazać firmie utylizującej tego typu odpady,0
759,Przyczyną awarii drukarki igłowej może być usterka,B,elektromagnesu,0
760,Materiałem eksploatacyjnym w drukarce laserowej jest,B,kaseta z tonerem,0
761,Technika transmisji danych pomiędzy urządzeniami CD/DVD a pamięcią komputera w trybie bezpośredniego dostępu do pamięci to,C,DMA,0
762,Programy GRUB LILO NTLDR to,D,programy rozruchowe,0
763,Przed wykonaniem prac serwisowych związanych z modyfikacją rejestru systemu Windows należy wykonać,D,kopię rejestru,0
764,Jak nazywa się klucz rejestru systemu Windows w którym są zapisane powiązania typów plików z obsługującymi je aplikacjami?,C,HKEY_CLASSES_ROOT,0
765,Który typ plików należy utworzyć w systemie operacyjnym do zautomatyzowania najczęściej wykonywanych czynności takich jak kopiowanie tworzenie plików lub folderów?,C,Wsadowy,0
766,Przy uruchamianiu się komputera pojawia się komunikat . Wciśnięcie klawisza DEL spowoduje,C,wejście do ustawień BIOS-u komputera,0
767,Do przechowywania części plików programów i danych które są duże i nie mogą być umieszczone w całości w pamięci służy,A,plik stronicowania,0
768,Na załączonym rysunku przedstawiono operację,B,kompresji danych,1
769,Aby zapobiec utracie danych w programie do prowadzenia ewidencji uczniów należy po zakończeniu pracy każdego dnia wykonać,B,kopię zapasową danych programu,0
770,Przy próbie odzyskania danych z dysku który został sformatowany należy skorzystać z programu typu,D,recovery,0
771,Jakie rozszerzenie posiadają pakiety instalacyjne systemu operacyjnego Linux?,D,rpm deb,0
772,Na rysunku zamieszczono fragment karty graficznej ze złączem,C,AGP,1
773,Jaką nazwę nosi rodzina procesorów firmy Intel o niewielkich rozmiarach i małym poborze prądu dedykowanych do zastosowań mobilnych?,A,Atom,0
774,Większą wydajność programów multimedialnych w systemie rodziny Windows zapewnia technologia,D,DirectX,0
775,Zamieszczone parametry charakteryzują pamięć,B,RAM,1
776,Na rysunku przedstawiono kabel z wtyczkami,D,SATA,1
777,Złącze szeregowe na płycie głównej służące do podłączania kart rozszerzeń o różnej w zależności od wariantu liczbie pinów nosi nazwę,D,PCI Express,0
778,Widoczne na schemacie procesora rejestry pełnią funkcję,C,przechowywanie argumentów obliczeń,1
779,Schemat układu połączeń bramek logicznych przedstawia,C,przerzutnik,1
780,Opisana technologia stosowana w systemach rodziny Windows to,A,Plug and Play,1
781,W ramce zamieszczono opis technologii,A,SLI,1
782,Który z przedstawionych parametrów procesora AMD APU A10 5700 3400 nie wpływa w sposób bezpośredni na prędkość jego działania?,D,Proces technologiczny,1
783,Wskaż program DTP,D,MS Publisher,0
784,Liczba ABBA w kodzie heksadecymalnym ma postać dwójkową o wartości,A,1010 1011 1011 1010,0
785,Liczba dziesiętna 129 zostanie zapisana w postaci dwójkowej na,D,8 bitach,0
786,Przedstawiony wydruk w systemie rodziny Linux pojawi się po wydaniu komendy,C,ls -la,1
787,Aby bezprzewodowo połączyć mysz z komputerem należy użyć interfejsu,C,Bluetooth,0
788,Wydruk wysokiej jakości fotograficznej zapewnia drukarka,C,sublimacyjna,0
789,W systemie Windows konto użytkownika tworzy się poleceniem,B,net user,0
790,Przed modyfikacją rejestru Windows dla zapewnienia bezpieczeństwa pracy w pierwszej kolejności należy,D,wykonać kopię zapasową rejestru,0
791,Programem antywirusowym nie jest,D,PacketFilter,0
792,Atak komputerowy przeprowadzony równocześnie z wielu komputerów w sieci polegający na uniemożliwieniu działania systemu komputerowego poprzez zajęcie wszystkich wolnych zasobów nosi nazwę,A,DDoS,0
793,Najmniej inwazyjnym lecz skutecznym sposobem leczenia komputera zainfekowanego wirusem typu rootkit jest,C,uruchomienie specjalnego programu wykrywającego rootkity z zewnętrznego nośnika(np. LiveCD),0
794,Aby zapobiec wyładowaniom elektrostatycznym podczas wymiany podzespołów komputerowych technik powinien zastosować,A,matę i opaskę antystatyczną,0
795,Przy wymianie którego podzespołów komputera nie wymaga się wyłączenia źródła zasilania?,D,urządzenia typu hot-swap,0
796,Wskaż tryb pracy w którym komputer zużywa najmniejszą ilość energii,B,hibernacja,0
797,W jednostce ALU do akumulatora została wpisana liczba dziesiętna 500. Jaka jest jej binarna reprezentacja?,C,111110100,0
798,Liczba 100110011 zapisana w kodzie ósemkowym ma postać,A,463,0
799,AC-72-89-17-6E-B2 to adres fizyczny karty sieciowej zapisany w postaci,D,heksadecymalnej,0
800,Niskopoziomowe formatowanie dysku IDE HDD,C,jest wykonywane przez producenta dysku,0
801,Użytkownik zamierza zainstalować 32-bitowy system operacyjny Windows 7. Ile minimalnie pamięci RAM musi posiadać komputer aby była możliwa praca w trybie graficznym?,C,1 GB,0
802,Konwerter RAMDAC przetwarza sygnał,B,cyfrowy na analogowy,0
803,Jaki typ złącza musi posiadać płyta główna aby użytkownik mógł zainstalować przedstawioną na rysunku kartę graficzną?,D,PCIe x16,1
804,W systemach operacyjnych Windows ograniczenie użytkownikom dostępu do poszczególnych katalogów plików lub dysków umożliwia system plików,C,NTFS,0
805,Na nowym komputerze program antywirusowy należy zainstalować,C,zaraz po zainstalowaniu systemu operacyjnego,0
806,Wskaż właściwą kolejność operacji przygotowujących nowy laptop do pracy,A,Montaż baterii podłączenie zewnętrznego zasilania sieciowego włączenie laptopa instalacja systemu operacyjnego wyłączenie laptopa po instalacji systemu operacyjnego,0
807,Jednostka obliczeń zmiennoprzecinkowych to:,A,FPU,0
808,GRUB LILO NTLDR to:,D,programy rozruchowe,0
809,W systemie Windows 7 w celu skopiowania katalogu c: est wraz z podkatalogami na dysk przenośny nalezy użyć polecenia,C,xcopy c: est f: est /E,0
810,Poleceniem służącym do aktualizowania systemu operacyjnego Linux z bazami RPM jest,B,zypper,0
811,W systemie operacyjnym Ubuntu konto użytkownika student można usunąć za pomocą polecenia,A,userdel student,0
812,W systemie operacyjnym Ubuntu do utworzenia archiwum danych należy wykorzystać program:,B,tar,0
813,W komputerach wykonujących zadania serwerowe wymagające dużej wydajności nalezy zastosować dysk,A,SAS,0
814,Interface USB 3.0 umożliwia transfer danych z prędkością do,D,5 Gb/s,0
815,Dla zamiany zeskanowanego obrazu na tekst należy zastosować oprogramowanie wykorzystujące techniki,C,OCR,0
816,Interface HDMI komputera pozwala na przesyłanie sygnału,C,cyfrowego audio i video,0
817,Licencja CAL (Client Access License) daje użytkownikowi prawo,D,korzystania z usług udostępnionych przez serwer,0
818,System oświetlenia oparty o trójkolorowe diody LED wykorzystują skanery typu,A,CIS,0
819,W dokumentacji płyty głównej jest informacja: . Oznacza to że dana płyta główna zawiera,B,cyfrowe złącze sygnału audio,0
820,W dokumentacji jednego z elementów składowych komputera zamieszczono informacje że urządzenie wspiera OpenGL. Dokumentacja dotyczy,C,karty graficznej,0
821,Użytkownik komputera udostępnia publicznie posiadane pliki w sieci Internet. Prawa autorskie zostaną naruszone gdy udostępni,D,obraz płyty systemu operacyjnego Windows 7 Home,0
822,Program WinRAR wyświetlił okienko informacyjne pokazane na rysunku. Z jakiego typu licencji na program korzystał do tej pory użytkownik?,C,Shareware,1
823,Licencja Windows OEM nie pozwala na wymianę,B,sprawnej płyty głównej na model o lepszych parametrach,0
824,Do pomiaru wartości rezystancji służy,A,omomierz,0
825,Interfejs SLI (ang. Scalable Link Interface) służy do łączenia,A,dwóch kart graficznych,0
826,W drukarce laserowej do utrwalenia na kartce wydruku wykorzystuje się,A,rozgrzane wałki,0
827,System S.M.A.R.T przeznaczony jest do monitorowania pracy i wykrywania błędów,C,dysków twardych,0
828,Materiałem eksploatacyjnym dla kolorowej drukarki laserowej jest,C,kartridż z tonerem,0
829,Zaletą systemu plików NTFS jest,D,możliwość szyfrowania folderów i plików,0
830,Wskaż niepoprawny podział dysków MBR na partycje,D,1 partycja podstawowa i 2 rozszerzone,0
831,Przy uruchomieniu komputera pojawia się komunikat: . Wciśnięcie klawisza DEL spowoduje,B,wejście do BIOS-u komputera,0
832,Technika zwana rytownictwem odnosi się do zasady działania plotera,D,grawerującego,0
833,Która czynność doprowadzi do nieodwracalnej utraty danych w przypadku uszkodzenia systemu plików?,A,formatowanie dysku,0
834,Przedstawiony na rysunku symbol graficzny oznacza opakowanie,C,nadającego się do recyklingu,1
835,Okresowych kopii zapasowych dysków serwera nie można tworzyć na wymiennych nośnikach typu,D,płyty DVD-ROM,0
836,Jaki będzie koszt wymiany karty graficznej w komputerze jeśli karta kosztuje 250 zł jej wymiana zajmie pracownikowi serwisu 80 minut a każda rozpoczęta roboczogodzina kosztuje 50 zł?,C,350 zł,0
837,Zasilanie dostarczane przez płytę główną dla pamięci typu SDRAM DDR3 może mieć wartość,C,15 V,0
838,Po podłączeniu sprawnej klawiatury do dowolnego z portów USB nie można wybrać awaryjnego trybu uruchomienia systemu Windows. Mimo to po uruchomieniu systemu w normalnym trybie klawiatura działa prawidłowo. Wskazuje to na,A,niepoprawne ustawienia BIOS,0
839,Przedstawiony rysunek prezentuje złącze,C,DVI-A,1
840,Maksymalny transfer danych napędu CD dla prędkości przesyłu x42 wynosi,A,6300 KiB/s,0
841,Taśma barwiąca jest podstawowym materiałem eksploatacyjnym drukarki,D,igłowej,0
842,Typem pamięci operacyjnej o możliwie najmniejszym poborze mocy jest,C,DDR3,0
843,Wielkość plamki monitora LCD jest równa,B,odległości od początku jednego do początku następnego piksela,0
844,Narzędziem systemu Linux służącym do monitorowania systemu przy pomocy scentralizowanego mechanizmu jest program,D,syslog,0
845,System plików który nie wspiera tworzenia wewnętrznego dziennika zmian zwanego księgowaniem to,B,FAT32,0
846,Adapter USB na LPT można wykorzystać przy niekompatybilności złączy w przypadku podłączenia starszych egzemplarzy,A,drukarki,0
847,Widoczne na schemacie procesora rejestry pełnią funkcję przechowywania adresu do,C,przechowywania argumentów obliczeń,1
848,Aby w systemie Windows utworzyć nową partycję podstawową należy użyć przystawki,D,diskmgmt.msc,0
849,W nowoczesnych ekranach dotykowych poprawność działania ekranu zapewnia mechanizm wykrywający zmianę,C,pola elektrostatycznego,0
850,Adware jest oprogramowaniem,D,darmowym z dołączonymi reklamami,0
851,W systemie Linux plik ma ustawione uprawnienia na 765. Grupa przypisana do tego pliku może go,C,odczytać i zapisać,0
852,Przedstawiony schemat obrazuje zasadę działania skanera,D,3D,1
853,Do oznaczenia iloczynu logicznego jest stosowany spójnik,D,AND,0
854,Do interfejsów równoległych zaliczany jest interfejs,D,AGP,0
855,Do naprawy uszkodzenia sektora rozruchowego dysku w systemie Windows 7 należy wykorzystać polecenie,C,bootrec /fixmbr,0
856,Funkcję S.M.A.R.T. dysku twardego odpowiadającą za aktywność mechanizmu monitoringu i wczesnego ostrzegania przed usterkami można aktywować poprzez,D,BIOS płyty głównej,0
857,Emisja sygnałów dźwiękowych: jednego długiego i dwóch krótkich przez BIOS firmy AMI oznacza,C,błąd karty graficznej,0
858,Polecenie systemowe ipconfig umożliwia konfigurację,C,interfejsów sieciowych,0
